"File Name","Field_EGNO","EGNO","EGLetter","Local_Time","Day","Month","Year","Latitude","Longitude","Area","Obs","Platform","Image_Type","Assoc_Type","Behaviors","Notes","Photographer","Intermatch_Code","Name","Permit_No","CCS_No","NonEg"
"103_5993.JPG","4041","","A","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","WH CHN","APB","ACJ","","CASSIOPEIA","25740-02","1016",""
"103_5994.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_5995.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_5996.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_5997.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_5998.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6000.JPG","4041","","A","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","WH CHN","APB","ACJ","","CASSIOPEIA","25740-02","1016",""
"103_6001.JPG","4041","","A","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","WH CHN","APB","ACJ","","CASSIOPEIA","25740-02","1016",""
"103_6003.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6004.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6005.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6006.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6007.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6008.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6009.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
"103_6010.JPG","3430","","B","1014","23","12","2023","40.68142","-69.62134","SNE","CCS/A","A","DS","5","","","ACJ","","CHIANTI","25740-02","1016",""
